traffic_density,vehicle_count,honking_events,population_density,near_highway,near_construction,industrial_zone,hour,is_weekend,decibel_level
2,48,84,4818,0,1,0,15,0,50.98
1,391,52,19664,0,0,0,13,0,66.38
7,542,100,11979,1,0,0,0,0,90.03
7,116,94,7898,1,0,0,1,0,69.3
10,461,86,2952,0,0,0,19,1,74.04
10,222,56,925,1,1,0,0,1,77.08
2,430,90,14365,0,0,0,10,0,61.72
2,40,119,14007,0,0,0,5,0,51.92
1,570,85,9299,1,0,1,14,1,71.03
10,121,102,2624,1,0,0,11,1,73.86
8,65,26,18184,0,1,1,4,1,70.54
8,85,53,5515,0,0,1,22,1,64.26
1,183,112,9157,0,0,0,11,1,51.62
8,130,3,18848,1,0,1,21,0,77.29
9,357,87,11231,0,1,1,13,0,82.02
4,142,22,19244,1,1,1,13,0,74.05
1,466,47,18923,1,0,1,18,0,72.69
1,310,82,16808,0,0,0,4,1,63.99
3,431,41,18068,1,1,1,2,0,78.24
5,300,2,15143,1,0,0,17,0,70.52
5,62,90,4434,1,1,1,5,0,75.41
9,505,2,11909,1,0,1,8,0,85.05
10,70,27,8672,0,0,1,6,0,70.74
2,229,62,1277,0,1,0,20,1,56.79
2,145,80,16405,1,0,0,17,0,61.61
6,511,30,2918,1,0,0,1,0,68.24
9,528,9,12954,1,0,0,19,1,80.19
1,277,48,2939,1,1,1,9,1,62.35
9,207,85,8304,1,1,0,11,1,85.2
9,249,93,13523,0,0,1,1,1,78.51
9,208,112,15326,0,0,0,12,0,76.29
5,434,20,13712,0,0,1,7,1,73.06
9,29,99,2489,0,0,1,22,0,68.32
4,133,52,8368,1,1,0,6,1,65.62
2,95,86,9758,1,1,1,2,0,67.85
6,521,101,1444,0,1,1,22,1,76.41
4,104,75,18781,0,0,1,7,1,70.42
6,68,88,5650,0,0,1,20,0,59.51
3,514,53,18581,1,1,1,0,0,78.0
6,406,56,11506,1,0,0,14,1,73.45
2,408,19,11180,1,0,0,0,0,66.51
2,237,112,15704,0,1,1,11,0,71.55
9,365,48,2165,0,0,1,10,0,72.11
7,249,105,13311,1,1,0,15,0,82.94
3,274,6,9451,1,0,0,3,1,59.48
1,255,28,10849,1,0,0,1,0,64.57
8,45,47,10043,0,0,1,22,1,64.76
6,280,92,9960,1,0,1,2,0,70.04
7,290,12,2285,1,0,0,3,1,68.36
9,142,2,6448,0,1,0,17,1,63.86
5,276,1,14998,1,1,0,11,1,70.54
1,440,15,19491,1,0,1,23,1,68.87
10,278,93,3130,1,0,1,0,0,81.02
7,66,101,8160,1,1,1,2,0,79.49
5,544,5,738,0,1,0,3,1,61.45
3,227,44,14391,1,0,1,5,0,64.56
9,330,70,9838,0,1,0,16,0,87.26
1,168,4,10249,1,1,0,7,1,59.05
1,457,55,10849,0,1,0,17,0,58.38
1,174,70,14082,1,0,1,15,0,61.0
3,109,97,12143,1,1,1,20,0,69.52
6,377,31,12745,0,1,1,5,0,74.48
10,193,48,8399,1,1,1,23,1,86.04
3,236,12,7645,1,1,1,18,1,72.04
8,475,29,6361,0,0,1,20,0,70.66
10,218,24,13551,1,1,0,7,1,79.63
2,505,84,17132,1,1,0,3,1,76.31
9,552,59,12821,1,1,1,8,1,88.22
3,219,58,4823,1,0,1,7,1,67.27
5,390,84,3360,1,0,1,20,0,79.08
10,467,27,17607,0,0,0,18,0,79.56
8,267,111,15419,0,1,1,0,0,82.58
2,283,57,1069,1,1,0,20,1,60.29
6,77,19,8911,1,1,1,20,0,71.95
5,321,33,10086,0,0,0,3,0,59.93
10,50,4,19718,0,1,0,9,0,72.21
9,517,81,2622,0,1,1,7,1,75.25
5,268,59,14909,0,0,0,2,0,68.21
2,290,102,3589,0,1,0,11,1,64.86
5,413,42,14742,0,1,0,8,1,74.82
4,521,56,7710,1,0,0,2,1,70.36
7,103,56,16933,1,0,1,3,1,74.39
6,384,74,1014,1,0,0,5,1,68.61
2,568,53,11483,1,0,0,8,0,65.69
5,361,80,11470,1,0,0,1,1,74.78
7,426,111,11310,0,1,1,1,1,83.87
7,444,44,10529,0,0,1,17,1,70.16
5,112,85,5171,0,1,0,20,0,60.27
9,431,36,18049,0,1,1,21,0,80.47
4,451,83,10941,0,0,1,2,0,68.88
3,178,47,914,0,0,1,2,0,55.3
4,33,117,15593,1,1,1,17,1,74.51
5,392,53,17988,1,1,1,5,1,77.49
6,244,47,2916,0,1,1,0,0,65.49
3,524,111,6111,1,0,1,14,1,70.89
2,92,109,15731,0,1,0,10,0,65.35
4,268,5,8895,1,0,0,9,0,60.07
5,530,33,8760,0,1,0,3,0,70.79
4,235,62,13148,0,1,1,13,1,67.25
3,560,77,13842,1,1,0,1,0,76.4
8,239,47,14710,0,0,1,12,0,76.32
10,240,22,7333,1,0,1,15,1,73.85
4,408,83,5252,1,1,0,11,1,64.11
2,573,12,12478,0,1,0,21,1,62.28
2,61,46,9227,0,1,0,4,1,57.39
1,302,43,5523,0,0,0,18,1,49.36
4,77,104,1482,1,0,1,2,1,61.34
10,556,31,14805,1,0,0,20,0,86.43
9,92,25,16646,0,0,0,19,1,71.82
7,148,113,18229,0,0,1,20,1,77.82
10,445,52,11701,0,1,1,1,1,86.01
7,144,13,17410,0,1,1,16,0,69.86
7,86,51,17814,0,1,1,20,1,79.0
8,25,35,19166,0,0,1,10,0,68.0
1,333,7,18830,0,1,0,0,0,60.52
10,345,39,15865,1,0,0,18,0,81.77
10,584,85,11233,1,0,1,7,0,90.38
8,597,21,10608,0,1,0,10,1,82.61
4,525,15,3860,0,1,1,7,1,66.28
4,101,90,10285,1,0,0,16,1,65.8
4,21,119,8612,0,0,0,19,1,56.79
6,223,59,16516,1,1,0,5,1,81.49
7,423,59,19809,1,0,0,6,1,81.6
6,122,9,4125,0,0,0,20,0,60.82
1,555,24,5969,1,0,1,12,0,61.83
8,387,30,1723,1,1,0,6,1,73.42
10,231,20,7610,0,0,0,10,1,70.17
7,596,90,9657,0,0,0,9,1,79.16
6,228,80,13751,1,0,0,7,1,75.41
6,136,32,5492,0,0,1,9,1,66.57
5,497,30,14146,1,0,1,21,1,80.54
6,124,113,12370,1,0,1,10,0,76.65
9,514,105,5287,1,0,0,19,0,81.63
10,65,89,19256,1,1,1,16,1,84.03
9,350,20,11640,1,1,1,10,1,77.39
10,235,35,3799,1,1,1,15,1,80.72
8,511,64,9860,0,0,1,4,0,79.76
10,468,3,6951,0,1,0,9,0,68.81
9,555,67,13441,0,1,0,19,0,79.65
10,530,89,16493,0,0,0,4,0,80.25
8,477,3,15120,1,1,0,19,0,81.69
8,566,112,19291,1,0,1,8,1,90.88
1,555,8,13584,1,0,0,2,1,68.54
10,559,29,5527,1,0,0,2,0,76.45
5,503,114,4760,1,1,0,9,1,78.17
4,35,44,5328,0,0,1,6,0,52.4
2,590,3,9272,0,1,1,1,0,70.09
8,262,68,9512,0,0,1,7,0,70.95
3,226,108,8815,1,0,0,11,1,61.69
4,290,22,14759,1,1,0,21,1,69.26
7,134,15,13131,0,0,0,8,1,60.65
10,599,21,18758,1,1,0,10,1,91.69
9,318,100,3623,1,0,1,18,1,81.04
2,502,71,4724,0,0,0,19,0,63.05
3,416,47,11477,1,0,1,22,0,68.85
4,413,61,15108,0,0,1,16,0,74.03
10,94,96,1710,0,0,0,12,1,67.46
1,501,118,9718,0,0,1,0,1,69.57
7,122,59,12953,0,0,0,0,1,65.39
2,316,101,5929,1,0,0,7,0,62.64
5,197,106,15710,1,1,0,12,0,77.83
1,234,79,9189,1,1,0,5,0,65.15
3,334,4,13221,0,1,1,2,1,64.83
2,58,79,10385,1,0,1,15,1,65.77
1,278,6,8682,0,1,0,9,0,53.33
7,26,50,9416,1,1,1,6,0,75.46
5,68,64,875,1,0,1,21,0,64.6
1,557,8,18570,0,1,1,20,0,73.02
6,180,81,5512,1,0,0,2,1,70.66
5,195,44,17140,0,1,0,13,0,68.12
3,21,46,550,0,1,0,15,1,53.09
7,474,66,7090,1,1,1,3,1,82.22
10,295,23,7937,1,1,0,12,1,85.26
9,517,91,15662,1,1,0,0,1,91.67
9,47,9,17478,1,0,0,4,1,76.26
9,352,72,13605,0,1,0,17,0,78.69
2,20,76,5231,0,0,0,11,1,47.44
3,207,47,4373,1,1,0,10,0,60.87
7,75,34,12128,1,0,1,8,0,74.3
5,566,53,9764,1,1,0,6,1,75.66
2,131,86,6248,0,1,1,13,0,70.63
3,329,110,1976,1,1,0,23,0,66.85
10,55,80,8532,0,1,1,2,0,77.42
6,458,109,3520,1,1,1,15,0,81.42
7,596,70,13184,1,0,1,6,1,84.55
9,344,115,11422,0,1,0,0,0,76.68
1,326,15,15886,0,1,0,5,0,61.96
7,553,52,8566,1,0,1,5,1,80.66
8,128,39,12589,0,1,1,9,1,72.91
3,391,99,13908,0,1,0,11,1,75.28
4,376,19,8667,1,1,0,21,1,64.82
10,200,87,13316,0,1,0,18,1,74.47
6,375,110,2733,0,1,1,5,0,75.63
10,87,68,8617,1,0,1,13,1,77.19
7,311,44,15050,1,1,1,2,0,79.31
4,200,5,6859,0,0,1,9,1,59.26
8,485,91,14864,1,1,1,8,0,92.56
5,453,68,4697,0,1,0,22,0,63.92
1,483,48,10793,0,0,1,19,1,64.63
4,553,38,9832,0,1,1,18,0,73.87
3,85,101,1115,1,1,0,21,1,61.62
9,40,1,13344,0,0,0,14,0,66.26
8,403,106,12901,0,1,0,8,1,80.6
1,578,38,18450,0,1,1,18,0,73.33
6,58,117,9668,1,0,0,7,0,65.89
9,304,20,10008,1,0,1,21,1,81.35
7,355,39,16054,1,1,0,3,1,83.05
4,207,100,2839,0,1,1,4,1,68.62
1,262,81,16746,0,1,1,18,1,61.49
2,92,53,8609,1,0,0,13,1,61.23
5,498,111,10788,0,0,1,17,1,72.8
5,580,109,13817,0,1,0,18,1,79.55
8,120,11,17262,0,1,1,5,1,68.64
6,533,80,3965,0,1,1,4,1,73.59
8,195,36,19155,1,0,1,10,1,81.8
2,257,109,17891,1,0,0,23,0,70.11
3,78,37,7300,1,0,1,4,0,57.82
6,118,14,16993,0,1,0,7,1,69.6
10,514,6,3271,0,1,1,4,1,76.77
3,533,77,4383,1,1,1,10,0,73.9
6,316,49,3100,1,0,0,12,1,63.81
6,230,64,6018,1,1,0,5,0,72.84
2,142,101,17889,0,0,1,4,0,67.1
7,248,66,17189,1,1,1,17,0,85.51
2,407,100,16423,0,0,1,9,0,65.63
6,159,43,6201,1,1,1,15,0,72.29
1,560,30,1458,0,1,1,21,1,57.71
3,410,42,8095,0,0,1,13,0,67.44
2,289,76,4038,1,1,0,22,1,64.66
7,31,47,18514,0,0,1,14,0,71.18
4,408,81,10483,0,1,0,2,0,70.05
8,356,80,3103,1,1,1,2,0,78.79
6,525,80,13967,1,1,1,11,1,83.82
10,125,60,705,1,0,0,22,0,72.22
4,51,74,12942,0,1,1,14,0,71.1
5,93,83,6191,0,0,1,10,1,61.08
9,190,9,6641,1,1,0,9,1,78.09
7,88,28,7228,1,1,1,19,0,75.54
10,381,47,6530,0,0,0,14,0,72.28
9,452,97,17062,1,1,1,17,0,95.72
7,119,80,13883,1,1,1,13,1,82.38
1,28,117,16996,0,0,0,5,0,50.47
8,593,61,9448,0,0,0,13,1,77.74
4,48,115,9588,1,1,1,15,0,75.35
3,133,105,14714,0,0,0,1,1,57.76
7,481,12,9477,0,0,0,18,1,65.02
3,162,43,2303,1,1,0,4,0,62.17
8,409,46,15889,1,0,1,10,0,87.16
6,176,102,19182,1,0,0,10,1,71.95
5,354,63,12770,0,1,0,20,0,65.88
4,279,90,2042,1,0,0,18,1,62.74
8,101,117,7759,0,0,0,17,1,65.97
8,460,52,12900,1,1,0,7,0,78.24
1,191,89,13046,0,1,1,22,1,62.04
9,250,91,2654,0,0,1,11,0,72.92
5,94,76,9266,1,1,1,8,1,77.88
4,289,75,16249,0,0,1,2,0,70.34
6,81,43,11730,1,0,1,5,0,72.05
6,339,27,18265,1,0,0,20,0,71.0
2,121,1,6402,0,0,0,20,1,49.39
8,448,100,1722,0,1,1,23,0,77.16
7,274,56,2001,0,1,0,0,1,68.26
1,551,56,9550,1,0,0,16,1,67.39
5,589,33,16708,1,1,0,2,0,83.64
6,131,86,4074,1,0,1,17,1,69.05
4,332,57,4229,1,0,0,17,0,63.04
2,480,51,11657,1,1,0,1,1,74.65
4,481,108,7976,1,1,1,3,1,81.18
1,111,28,18445,0,0,1,0,0,59.7
7,71,34,15462,1,1,0,9,0,73.73
2,539,74,3022,1,0,0,4,1,68.64
2,117,47,2891,1,1,1,4,0,58.36
9,255,32,19559,1,1,1,8,0,89.16
5,393,114,19067,0,0,0,13,1,75.76
2,576,74,12574,0,1,0,20,0,66.8
9,253,72,12296,0,1,1,12,1,77.77
9,51,77,2578,1,0,0,12,0,65.3
1,308,8,12769,1,0,1,23,0,64.48
3,598,102,14862,1,0,1,0,1,70.75
4,561,47,18004,0,0,1,16,1,74.24
7,133,66,13460,1,0,0,19,0,69.4
10,223,92,11215,1,0,0,7,0,76.71
4,48,82,3870,0,1,1,2,1,56.36
2,493,35,2408,0,0,1,16,0,57.16
7,272,95,4807,1,0,1,11,0,78.88
6,405,70,11797,0,0,1,17,0,70.34
3,81,118,17381,1,1,0,13,0,72.47
6,534,91,4087,1,0,1,10,1,74.0
6,449,43,12885,0,0,1,15,0,75.65
5,599,81,2913,1,1,1,3,1,81.3
4,556,59,11452,0,1,0,17,1,71.11
10,160,62,3957,0,0,1,6,0,71.97
1,319,4,8964,1,1,1,10,1,66.01
10,330,86,1650,0,1,1,15,0,75.72
6,490,118,15037,1,0,1,15,0,80.78
2,412,85,7954,1,0,1,2,1,71.22
3,464,89,15285,0,0,0,22,1,72.01
8,191,105,12081,0,1,0,23,1,75.55
10,595,75,518,0,0,0,8,0,77.99
6,50,39,10308,1,1,1,7,0,75.72
3,66,18,16868,1,0,1,6,0,63.68
7,149,46,6077,1,1,0,16,1,71.09
4,371,64,4581,1,0,1,10,1,71.05
9,77,66,6954,1,1,0,3,1,81.87
5,125,90,9433,1,0,1,3,1,71.96
3,349,17,3171,1,0,0,4,1,61.33
2,402,49,11471,0,0,0,7,0,58.46
2,181,29,15470,1,1,1,9,0,68.63
3,305,65,6887,1,1,1,16,1,72.86
2,90,4,7333,0,0,0,5,1,51.41
4,473,92,19508,1,1,0,8,1,79.02
2,586,96,1014,1,0,1,9,1,72.96
10,416,41,706,0,1,0,7,0,78.66
9,534,83,1447,1,0,1,14,1,81.22
2,45,93,11133,0,1,0,17,1,59.96
9,332,105,15880,1,1,1,22,1,87.91
6,145,4,18712,1,1,1,4,0,74.03
1,427,49,7361,0,1,1,17,0,64.71
4,584,84,6594,0,1,0,0,1,68.84
1,217,57,6845,1,0,1,1,0,62.56
6,207,78,19051,1,1,1,9,1,80.37
4,503,83,14460,0,1,1,5,1,79.59
3,469,7,7032,1,1,0,23,1,67.99
3,542,112,6443,0,1,1,18,0,66.89
9,373,30,15069,0,0,1,20,1,76.38
6,119,11,10348,0,1,1,10,1,67.42
9,577,20,9293,1,1,1,17,0,81.99
5,575,93,5939,1,0,1,15,0,72.2
2,297,61,1703,1,0,0,7,1,58.28
8,510,90,10083,0,1,1,3,1,85.76
5,274,107,14911,1,0,1,10,0,78.18
2,400,89,13617,0,1,0,9,0,67.22
4,561,32,7886,0,1,0,15,0,66.21
9,283,25,3631,1,0,0,11,1,69.02
4,348,89,19550,1,1,0,21,1,80.13
4,134,99,17433,0,0,1,2,0,67.94
2,295,39,18128,1,0,0,10,0,68.48
6,507,64,12578,0,1,1,23,1,82.24
2,300,58,6705,1,1,0,15,0,63.89
7,294,14,14369,0,0,0,23,1,69.08
3,347,113,1158,1,1,1,2,1,72.89
3,230,0,14882,0,0,0,9,1,55.95
5,571,10,12622,1,0,0,20,0,71.3
3,45,54,11559,0,0,1,15,1,60.55
2,46,1,13835,0,0,0,6,0,51.89
10,102,64,18575,0,1,0,14,0,75.91
9,432,94,10917,0,1,0,14,0,78.34
2,186,43,11758,0,1,1,9,0,58.9
2,188,15,10639,0,1,1,2,1,59.75
8,248,117,10057,1,1,1,5,1,80.75
9,386,21,8235,0,1,1,17,1,78.19
7,547,105,17851,0,0,1,21,0,88.96
3,557,17,18288,1,1,0,4,1,77.52
9,543,46,10447,1,0,1,15,1,87.58
3,91,80,16044,0,0,0,12,1,61.04
5,125,29,15295,1,0,1,2,1,64.65
9,301,9,19852,1,1,0,14,0,83.78
3,152,98,2079,0,0,1,22,0,55.93
7,553,57,11487,0,1,1,19,1,78.18
1,288,61,6492,1,0,0,5,0,58.38
4,431,84,550,1,1,0,21,0,71.99
4,37,79,6952,1,1,0,3,0,64.25
7,136,5,5653,1,1,0,14,1,71.37
8,163,66,15840,1,1,1,17,1,83.03
1,570,40,14400,1,1,0,8,0,72.55
5,441,42,15470,0,0,0,19,0,68.48
7,388,84,3287,1,1,1,3,0,83.46
4,577,76,13881,0,1,0,15,0,72.18
4,69,17,16089,0,0,0,17,1,56.34
4,125,57,16339,1,1,0,4,0,69.56
6,235,117,2655,0,1,1,12,1,72.38
7,444,59,7519,1,1,0,5,0,80.5
2,91,87,8107,0,1,1,21,1,59.54
5,465,26,11428,1,1,0,18,0,78.0
4,205,117,16157,0,0,1,11,1,66.09
3,89,67,9098,1,1,1,14,1,69.82
7,169,21,12071,0,0,0,8,0,65.54
6,265,23,16706,1,1,0,6,0,75.86
7,557,39,12387,0,0,0,13,1,74.7
5,118,108,15528,0,0,0,18,1,65.17
6,297,73,16475,0,0,0,19,0,70.59
5,582,65,14339,1,1,0,15,0,88.28
7,474,39,14419,1,1,1,22,0,87.32
2,123,5,5912,1,0,1,23,0,56.04
5,252,111,4999,1,1,0,21,1,71.17
6,413,17,5409,1,1,1,3,1,79.44
6,520,80,15978,0,0,0,11,1,73.2
5,270,101,11594,1,1,0,17,0,80.35
10,540,108,19873,1,0,1,7,0,96.43
7,98,86,8154,0,1,0,16,0,64.27
10,71,109,16482,1,0,1,23,1,85.72
8,245,29,19108,1,1,0,2,0,74.43
7,70,20,3420,1,1,1,3,1,69.06
5,205,61,6115,1,0,0,9,0,67.77
1,53,9,4815,1,0,1,15,1,48.32
5,150,119,12960,1,1,1,19,1,83.52
10,462,106,3283,0,0,0,1,1,79.09
2,451,12,10105,1,0,0,11,0,60.74
5,516,75,13289,1,0,1,15,0,83.27
5,422,8,12340,1,0,0,9,0,64.28
2,342,67,19692,0,0,0,4,0,61.01
5,229,38,3831,0,1,0,11,1,58.15
4,348,23,19062,0,0,0,2,1,59.72
1,391,117,17681,0,0,0,11,0,63.51
3,479,33,3346,1,0,0,0,0,64.48
1,152,102,1429,0,0,1,1,0,54.34
5,140,60,5318,1,1,1,10,0,70.85
4,471,40,19975,1,0,0,11,1,74.57
7,148,4,2762,1,1,1,6,0,67.0
5,110,78,13275,0,1,0,0,1,65.23
10,594,49,8049,1,0,1,12,1,78.1
4,48,3,9909,0,0,0,12,1,57.3
2,543,50,10156,1,1,0,1,0,71.72
4,352,51,4674,0,1,0,9,0,64.13
2,316,38,5270,0,1,1,22,0,64.19
8,149,7,6333,1,0,0,0,0,70.05
3,312,112,19177,1,1,0,6,1,75.34
9,192,44,2545,1,0,1,12,0,72.96
4,43,87,1537,0,1,1,23,1,65.68
6,118,116,6742,0,1,0,1,0,65.78
10,425,27,10151,0,0,1,19,1,82.6
5,375,118,12821,1,0,1,6,1,76.76
10,158,106,6662,0,1,0,16,1,70.07
1,522,26,4573,1,0,0,21,0,61.3
9,193,64,18167,0,0,0,4,1,73.07
1,48,33,16535,0,1,0,10,1,52.83
8,515,80,7232,0,0,1,21,0,76.67
9,370,100,3987,1,0,0,23,1,75.94
9,573,61,2684,1,1,0,10,0,88.47
1,318,61,14390,1,1,0,10,0,70.51
2,211,37,9917,0,0,1,16,1,55.14
1,83,25,5995,0,0,0,18,1,45.69
10,234,23,19181,0,0,0,7,0,78.42
2,185,38,15281,0,1,0,19,1,64.88
10,562,20,7597,1,1,1,13,0,87.04
8,251,93,8969,0,0,0,9,0,68.71
5,560,46,12899,0,0,0,6,1,69.57
7,214,114,16702,1,0,0,1,0,78.2
2,525,47,11485,1,1,0,16,1,73.77
8,353,12,7331,1,1,1,0,1,81.66
6,323,100,17275,0,0,1,12,0,71.93
8,456,2,1468,1,0,0,18,1,69.87
1,342,31,10882,0,0,1,13,1,52.57
1,521,34,5651,1,0,1,17,1,64.87
7,412,18,11318,0,1,0,19,1,68.64
8,168,13,11292,0,0,0,13,1,63.46
3,424,47,6625,0,0,1,14,1,66.45
5,302,85,4870,0,1,0,13,0,67.9
1,381,80,5338,0,0,0,23,1,57.34
7,398,67,16675,0,0,0,4,0,73.65
5,217,44,3634,1,0,0,15,0,67.57
8,575,103,13191,0,0,1,4,1,80.36
8,375,18,10931,0,0,0,21,1,70.36
9,559,63,12056,0,0,1,12,0,81.69
7,448,100,1554,0,1,0,15,0,71.69
1,36,65,3169,1,0,0,14,1,58.97
3,398,78,17159,0,1,1,4,0,69.78
8,525,65,16581,0,1,1,20,0,79.5
3,95,74,13438,1,1,1,22,1,70.64
8,250,44,6217,0,1,1,5,0,71.5
1,267,86,12782,1,0,0,12,0,56.07
5,321,73,15391,0,0,0,15,1,68.89
4,234,66,9797,0,0,1,9,1,64.6
5,177,68,14701,1,0,0,1,1,72.66
8,88,2,16789,1,1,0,12,1,73.59
10,412,37,13373,1,1,0,16,0,80.2
4,104,76,17012,0,1,1,0,0,66.57
4,286,41,13948,1,0,1,3,0,64.98
3,88,82,15698,1,1,1,17,0,76.2
7,366,39,8122,0,0,1,5,0,73.35
3,442,49,8580,0,1,1,11,1,72.43
3,193,34,2902,0,0,1,23,0,58.01
10,134,23,18531,1,1,1,19,0,80.89
5,239,87,4056,0,1,0,12,1,63.95
5,50,16,2693,1,0,0,1,0,60.52
6,542,39,10739,1,1,1,16,0,77.06
8,362,73,19988,1,1,0,22,1,87.21
10,396,65,19018,1,0,0,9,1,88.01
6,149,43,9083,0,1,1,18,0,75.46
1,558,22,19163,0,1,0,21,1,70.71
8,21,5,13375,1,1,0,4,0,73.78
8,120,65,11186,1,1,1,20,0,79.33
9,552,20,18036,0,0,1,11,1,83.69
9,77,118,1794,0,0,0,17,0,68.17
2,408,119,15948,1,1,1,8,1,71.87
2,360,34,10867,1,0,1,10,1,66.97
3,39,112,13837,1,1,0,3,0,60.36
1,274,28,7154,1,0,1,9,0,53.7
4,336,6,19822,1,1,0,0,1,74.06
4,57,92,19510,0,1,1,1,1,71.93
9,556,52,17833,1,0,0,8,1,81.66
9,405,36,13193,0,1,1,22,1,84.78
9,45,22,9741,1,1,0,17,0,78.43
10,473,96,4575,0,1,1,15,1,85.97
7,342,7,13151,1,1,0,22,0,76.69
2,532,75,9775,0,0,1,13,1,67.2
10,32,109,13338,0,0,0,3,1,73.1
5,579,47,2158,1,0,1,1,0,73.65
4,390,9,7432,1,0,0,11,0,61.89
8,310,78,14748,0,1,0,19,1,76.36
2,351,116,7459,0,1,1,4,0,67.73
6,280,23,18701,0,1,1,3,0,76.11
5,224,89,8882,1,1,0,14,0,74.14
2,406,46,17344,0,0,1,2,0,63.1
10,487,105,15499,1,0,0,21,1,87.22
1,434,52,6876,1,0,0,16,0,60.91
8,88,38,19405,1,1,0,7,1,84.24
2,491,66,3976,1,1,0,11,1,68.86
7,123,65,19589,1,1,0,20,1,80.53
9,180,5,4866,1,1,0,7,1,76.27
9,219,20,16706,0,0,1,19,0,77.29
8,235,72,12958,0,0,0,19,1,64.68
10,231,73,527,1,0,0,4,1,73.0
9,527,35,11664,0,1,0,20,0,82.16
2,35,2,7048,0,0,0,5,0,48.71
6,517,104,3524,1,1,0,4,0,73.3
4,351,87,1764,0,0,1,20,1,60.12
4,570,85,9547,1,0,1,7,0,73.76
5,275,112,12717,1,1,0,21,1,77.44
3,191,77,7087,1,1,0,17,1,66.92
1,517,41,7077,1,1,0,3,1,71.5
8,490,44,18135,0,0,1,3,0,80.11
5,403,43,13296,0,0,1,4,1,70.47
3,526,90,4370,1,0,0,14,1,64.19
10,546,32,1826,0,0,1,5,0,75.97
7,344,59,9717,1,1,0,20,1,84.51
7,233,85,17245,1,0,0,15,0,77.56
1,227,92,18102,0,1,1,13,0,65.51
9,188,82,1105,0,0,1,13,0,70.66
2,349,82,18554,1,1,1,15,0,79.48
5,299,69,13503,0,1,1,21,0,74.67
5,324,108,10989,1,0,1,23,0,77.87
8,165,82,18161,1,0,0,3,1,80.36
8,535,76,17282,0,1,1,10,0,86.61
7,109,25,13987,1,0,0,18,1,70.41
7,472,85,19056,0,1,1,18,1,82.42
6,79,20,19694,1,0,0,7,1,67.6
6,330,99,15233,1,0,1,9,1,78.93
9,547,119,6774,1,0,1,4,0,82.3
6,246,1,11344,1,0,0,15,1,68.75
2,493,46,19823,1,0,1,2,0,71.68
2,560,107,13689,0,1,0,9,1,71.93
5,98,29,17828,1,0,1,23,0,71.88
4,452,26,11471,0,1,0,12,0,64.13
2,172,70,6465,0,1,0,6,1,59.4
3,420,19,13121,0,1,1,11,0,62.71
7,298,49,6848,1,0,1,22,0,75.6
8,76,94,18080,0,1,1,13,0,80.07
6,205,22,18096,0,1,1,9,0,75.26
5,417,12,1323,0,1,1,8,1,67.63
1,177,80,7584,1,1,0,11,1,60.78
8,378,3,12955,1,1,1,23,1,80.74
3,459,13,11107,1,1,1,2,1,71.54
6,485,19,17419,1,0,0,12,0,79.45
3,465,12,14736,0,1,0,5,1,72.34
7,507,2,19894,1,1,1,5,1,86.44
7,549,89,16736,0,0,0,20,0,74.83
9,92,89,11319,1,1,1,18,0,81.12
5,36,81,12469,0,0,0,6,1,63.94
8,550,95,17833,1,0,0,3,1,87.33
10,345,77,12200,1,1,0,21,1,85.95
10,565,46,1043,1,1,1,4,0,85.33
8,221,2,4400,1,0,0,0,1,62.65
1,363,0,12445,0,0,1,17,0,57.84
5,542,89,4724,1,0,1,16,0,74.49
3,419,23,14258,1,0,1,8,1,69.4
1,237,112,15449,1,1,0,8,0,69.91
4,464,34,3366,0,0,1,20,0,68.91
8,241,13,19130,1,0,0,23,1,76.09
3,402,66,18720,1,0,0,9,0,73.49
10,26,12,8768,0,1,1,19,0,72.32
2,291,46,13313,0,0,1,16,0,61.59
9,35,49,17232,0,0,1,12,1,76.19
10,443,77,5101,1,1,1,3,0,88.38
5,543,84,13430,0,1,1,22,0,81.11
7,40,25,4833,1,0,0,17,0,67.19
2,247,2,5899,0,0,0,17,1,53.08
9,307,50,18339,1,0,1,21,1,84.54
9,153,39,19069,0,1,1,8,1,81.76
4,302,67,7936,0,1,1,2,1,66.41
4,423,35,15447,0,0,0,6,1,64.04
6,85,50,14461,1,0,0,14,1,66.15
10,456,106,8586,0,0,1,8,1,80.24
10,278,0,4182,1,1,1,8,0,76.09
10,122,103,18730,0,0,0,3,0,71.99
6,586,110,2354,0,0,0,17,1,67.93
1,120,32,3485,0,1,1,16,1,47.69
9,217,6,11317,1,0,1,21,1,77.15
2,245,116,19778,1,1,0,20,0,73.89
5,482,115,7996,1,1,0,5,0,80.61
9,256,51,1058,0,0,0,6,0,63.4
4,45,119,19780,1,1,0,9,0,75.24
3,140,10,1754,1,1,0,9,1,56.75
7,525,26,16167,0,0,1,5,0,79.21
6,201,13,18565,0,1,1,5,0,67.49
8,562,85,16578,1,1,0,18,0,88.07
3,334,79,10506,1,0,0,7,1,65.69
5,292,45,6783,0,0,0,8,1,63.87
10,251,75,9354,1,0,0,0,1,80.79
4,439,112,12808,0,0,1,15,0,75.44
4,461,109,3825,0,0,1,5,0,61.54
4,515,9,18125,1,1,1,22,0,84.3
10,43,23,3643,1,1,1,7,1,73.05
8,128,60,3537,0,1,0,14,1,72.45
6,521,109,12917,1,1,0,11,0,90.0
3,44,17,18665,0,1,1,9,0,67.64
